Gene	Taxon	Context	Cluster	Abundance	Diversity	Univocity	delta	k-value
potF	s__Roseovarius nubinhibens	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Roseovarius nubinhibens	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Roseovarius nubinhibens	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	g__Aurantimonas	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	g__Aurantimonas	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	g__Aurantimonas	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Thalassospira sp001613795	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Thalassospira sp001613795	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Thalassospira sp001613795	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola_B lipolyticus	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola_B lipolyticus	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola_B lipolyticus	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__AG-337-I02 sp003215235	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__AG-337-I02 sp003215235	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__AG-337-I02 sp003215235	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__UBA9145 sp002712055	Bathypelagic	C3	2.998	3	1.0	0.7558859675707746	2.2661461307771824
potF	s__UBA9145 sp002712055	Epipelagic	C3	1.142	2	1.0	0.9799420476707885	1.1190938184400403
potF	s__UBA9145 sp002712055	Mesopelagic	C3	47.47200000000001	36	1.0	1.3521419414450802	64.18888224428086
potF	s__Antarctobacter heliothermus_B	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Antarctobacter heliothermus_B	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Antarctobacter heliothermus_B	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Thioglobus sp001628405	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Thioglobus sp001628405	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Thioglobus sp001628405	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Roseovarius indicus	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Roseovarius indicus	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Roseovarius indicus	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola_B sp002706905	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola_B sp002706905	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola_B sp002706905	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Hoeflea sp002707605	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Hoeflea sp002707605	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Hoeflea sp002707605	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__UBA1014 sp001469005	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__UBA1014 sp001469005	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__UBA1014 sp001469005	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_A stutzeri	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_A stutzeri	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_A stutzeri	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__HIMB59 sp004321805	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__HIMB59 sp004321805	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__HIMB59 sp004321805	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__UBA9145 sp002731775	Bathypelagic	C3	8.879	9	1.0	1.073142969201256	9.52843642353795
potF	s__UBA9145 sp002731775	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__UBA9145 sp002731775	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_D sp002683975	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_D sp002683975	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_D sp002683975	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	g__Pseudooceanicola	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	g__Pseudooceanicola	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	g__Pseudooceanicola	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__UBA11654 sp001629325	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__UBA11654 sp001629325	Epipelagic	C3	21.982	14	1.0	0.8938263667974341	19.648091194941195
potF	s__UBA11654 sp001629325	Mesopelagic	C3	10.799	2	1.0	0.20838214071253763	2.250318737554694
potF	s__Roseivivax marinus	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Roseivivax marinus	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Roseivivax marinus	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	p__Proteobacteria	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	p__Proteobacteria	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	p__Proteobacteria	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Sulfitobacter sp002731875	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Sulfitobacter sp002731875	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Sulfitobacter sp002731875	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Stappia indica	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Stappia indica	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Stappia indica	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__HIMB59 sp002705265	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__HIMB59 sp002705265	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__HIMB59 sp002705265	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	g__HIMB59	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	g__HIMB59	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	g__HIMB59	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	f__UBA11654	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	f__UBA11654	Epipelagic	C3	0.399	1	1.0	1.0000000001	0.39900000003990005
potF	f__UBA11654	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	g__Ketobacter	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	g__Ketobacter	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	g__Ketobacter	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__UBA868 sp002295285	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__UBA868 sp002295285	Epipelagic	C3	1.311	2	1.0	0.8910452268697652	1.1681602924262622
potF	s__UBA868 sp002295285	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	g__Haliea	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	g__Haliea	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	g__Haliea	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__CPC320 sp002336405	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__CPC320 sp002336405	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__CPC320 sp002336405	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__UBA9145 sp002694855	Bathypelagic	C3	7.602	6	1.0	0.7962230378740119	6.052887533918239
potF	s__UBA9145 sp002694855	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__UBA9145 sp002694855	Mesopelagic	C3	5.75	3	1.0	0.48257150028153156	2.7747861266188063
potF	g__UBA11654	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	g__UBA11654	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	g__UBA11654	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Rhodobacter_B sp002701395	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Rhodobacter_B sp002701395	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Rhodobacter_B sp002701395	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	g__Pseudomonas_A	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	g__Pseudomonas_A	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	g__Pseudomonas_A	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Thioglobus singularis	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Thioglobus singularis	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Thioglobus singularis	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Marinobacter sp002744715	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Marinobacter sp002744715	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Marinobacter sp002744715	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	g__UBA9659	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	g__UBA9659	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	g__UBA9659	Mesopelagic	C3	1.092	4	1.0	2.0212886757198647	2.2072472338860925
potF	s__UBA4582 sp002725285	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__UBA4582 sp002725285	Epipelagic	C3	0.512	2	1.0	1.7032191772327783	0.8720482187431825
potF	s__UBA4582 sp002725285	Mesopelagic	C3	2.387	1	1.0	0.29480772806550076	0.7037060468923503
potF	s__Albimonas pacifica	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Albimonas pacifica	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Albimonas pacifica	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__HTCC2207 sp002457245	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__HTCC2207 sp002457245	Epipelagic	C3	2.711	2	1.0	0.540105922919165	1.4642271570338563
potF	s__HTCC2207 sp002457245	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	c__Gammaproteobacteria	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	c__Gammaproteobacteria	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	c__Gammaproteobacteria	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__UBA8309 sp002731315	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__UBA8309 sp002731315	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__UBA8309 sp002731315	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__LFER01 sp001642945	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__LFER01 sp001642945	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__LFER01 sp001642945	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola nanhaiensis	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola nanhaiensis	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola nanhaiensis	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Oleibacter sp002298335	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Oleibacter sp002298335	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Oleibacter sp002298335	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__LFER01 sp002726375	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__LFER01 sp002726375	Epipelagic	C3	0.217	1	1.0	1.0000000001	0.2170000000217
potF	s__LFER01 sp002726375	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_A stutzeri_AB	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_A stutzeri_AB	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_A stutzeri_AB	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Thiolinea sp002747435	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Thiolinea sp002747435	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Thiolinea sp002747435	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Acuticoccus sp003258595	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Acuticoccus sp003258595	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Acuticoccus sp003258595	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Roseovarius mucosus	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Roseovarius mucosus	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Roseovarius mucosus	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Tritonibacter sp001874255	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Tritonibacter sp001874255	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Tritonibacter sp001874255	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__Phenylobacterium sp002363865	Bathypelagic	C3	0	0	1.0	0.0	0.0
potF	s__Phenylobacterium sp002363865	Epipelagic	C3	0	0	1.0	0.0	0.0
potF	s__Phenylobacterium sp002363865	Mesopelagic	C3	0	0	1.0	0.0	0.0
potF	s__UBA11791 sp002714255	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA11791 sp002714255	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA11791 sp002714255	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_E marincola	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_E marincola	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_E marincola	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	g__Puniceibacterium	Bathypelagic	c1b	9.036999999999999	10	1.0	1.1779764959359533	10.64537359377321
potF	g__Puniceibacterium	Epipelagic	c1b	0.969	1	1.0	0.5486942655624492	0.5316847433300133
potF	g__Puniceibacterium	Mesopelagic	c1b	3.188	7	1.0	1.6906122536052104	5.389671864493411
potF	g__Thalassospira	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	g__Thalassospira	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	g__Thalassospira	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Tritonibacter mobile	Bathypelagic	c1b	4.833	8	1.0	1.4505130261767503	7.010329455512235
potF	s__Tritonibacter mobile	Epipelagic	c1b	1.279	5	1.0	2.265869964293148	2.898047684330936
potF	s__Tritonibacter mobile	Mesopelagic	c1b	1.553	3	1.0	1.189314754672305	1.8470058140060897
potF	s__UBA8309 sp002457745	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA8309 sp002457745	Epipelagic	c1b	1.792	3	1.0	1.077604898701479	1.9310679784730505
potF	s__UBA8309 sp002457745	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__	Bathypelagic	c1b	1.201	3	1.0	1.4197663636401343	1.7051394027318014
potF	s__	Epipelagic	c1b	17.401	36	1.0	2.6999992490362823	46.98268693248035
potF	s__	Mesopelagic	c1b	2.3259999999999996	5	1.0	1.5005687841864306	3.490322992017637
potF	s__Pseudooceanicola sp002709085	Bathypelagic	c1b	1.305	2	1.0	0.8938661768933988	1.1664953608458852
potF	s__Pseudooceanicola sp002709085	Epipelagic	c1b	0.822	1	1.0	0.6145624063355787	0.5051702980078456
potF	s__Pseudooceanicola sp002709085	Mesopelagic	c1b	1.647	3	1.0	1.142115968543973	1.8810650001919236
potF	s__Pseudomonas_D pachastrellae	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_D pachastrellae	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_D pachastrellae	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola batsensis	Bathypelagic	c1b	24.105	12	1.0	0.7189785969680722	17.33097907991538
potF	s__Pseudooceanicola batsensis	Epipelagic	c1b	0.9530000000000001	2	1.0	1.1100512084513576	1.0578788016541438
potF	s__Pseudooceanicola batsensis	Mesopelagic	c1b	3.9339999999999997	6	1.0	1.2536429521792587	4.931831373873203
potF	s__Salipiger marinus	Bathypelagic	c1b	2.598	5	1.0	1.3904652885234403	3.6124288195838976
potF	s__Salipiger marinus	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Salipiger marinus	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Halomonas sp002696125	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Halomonas sp002696125	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Halomonas sp002696125	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Sulfitobacter pontiacus	Bathypelagic	c1b	284.517	34	1.0	0.37181536873642024	105.78779326678007
potF	s__Sulfitobacter pontiacus	Epipelagic	c1b	67.496	20	1.0	0.5894291544178669	39.784110206588345
potF	s__Sulfitobacter pontiacus	Mesopelagic	c1b	176.787	34	1.0	0.5160949103581313	91.23887091748296
potF	s__Fulvimarina sp002700095	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Fulvimarina sp002700095	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Fulvimarina sp002700095	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Ahrensia sp002706335	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Ahrensia sp002706335	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Ahrensia sp002706335	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Fulvimarina manganoxydans	Bathypelagic	c1b	0	0	1.0	0.0	0.0
